VendorID,tpep_pickup_datetime,tpep_dropoff_datetime,passenger_count,trip_distance,pickup_longitude,pickup_latitude,RatecodeID,store_and_fwd_flag,dropoff_longitude,dropoff_latitude,payment_type,fare_amount,extra,mta_tax,tip_amount,tolls_amount,improvement_surcharge,total_amount
2,2016-03-01 00:00:02,2016-03-01 00:09:32,1,2.1,-73.97608947753906,40.75217056274414,1,N,-73.9874496459961,40.770782470703125,1,9.0,0.5,0.5,2.06,0.0,0.3,12.36
2,2016-03-01 00:00:02,2016-03-01 00:24:11,1,8.54,-74.00206756591797,40.719120025634766,1,N,-73.95211791992188,40.81124114990234,1,27.0,0.5,0.5,5.66,0.0,0.3,33.96
2,2016-03-01 00:00:02,2016-03-01 00:08:24,1,2.0,-74.00672912597656,40.730716705322266,1,N,-74.01704406738281,40.70936584472656,1,8.5,0.5,0.5,2.0,0.0,0.3,11.8
1,2016-03-01 00:00:03,2016-03-01 00:09:23,1,3.2,-74.0066146850586,40.716621398925774,1,N,-73.99010467529298,40.75605010986328,2,11.0,0.5,0.5,0.0,0.0,0.3,12.3
2,2016-03-01 00:00:03,2016-03-01 00:08:34,1,1.59,-73.98226928710938,40.7706184387207,1,N,-73.96874237060547,40.75503921508789,1,8.0,0.5,0.5,1.86,0.0,0.3,11.16
2,2016-03-01 00:00:03,2016-03-01 00:32:45,3,16.81,-73.79238891601561,40.6450309753418,2,N,-73.98628997802734,40.75851821899414,1,52.0,0.0,0.5,8.0,5.54,0.3,66.34
1,2016-03-01 00:00:04,2016-03-01 00:03:30,2,0.5,-73.9837875366211,40.73189163208008,1,N,-73.97581481933594,40.72851943969727,1,4.5,0.5,0.5,1.15,0.0,0.3,6.95
1,2016-03-01 00:00:04,2016-03-01 00:06:11,1,0.6,-73.9994125366211,40.738563537597656,1,N,-74.00245666503906,40.74532699584961,2,5.5,0.5,0.5,0.0,0.0,0.3,6.8
1,2016-03-01 00:00:04,2016-03-01 00:19:39,1,9.9,-73.86585998535155,40.77117919921875,1,N,-73.92384338378906,40.69843292236328,2,28.5,0.5,0.5,0.0,0.0,0.3,29.8
2,2016-03-01 00:00:04,2016-03-01 00:02:24,2,0.8,-73.96642303466798,40.76165008544922,1,N,-73.95902252197266,40.76818084716797,1,4.5,0.5,0.5,1.16,0.0,0.3,6.96
2,2016-03-01 00:00:05,2016-03-01 00:02:50,2,0.49,-73.9898681640625,40.757118225097656,1,N,-73.98538970947266,40.76319122314453,2,4.0,0.5,0.5,0.0,0.0,0.3,5.3
2,2016-03-01 00:00:05,2016-03-01 00:14:55,1,5.31,-73.98406982421875,40.74290084838867,1,N,-73.94271087646483,40.71472930908203,1,17.0,0.5,0.5,4.58,0.0,0.3,22.88
1,2016-03-01 00:00:06,2016-03-01 00:12:11,1,3.5,-74.00041961669923,40.72746276855469,1,N,-73.94773864746092,40.70987319946289,2,13.0,0.5,0.5,0.0,0.0,0.3,14.3
2,2016-03-01 00:00:06,2016-03-01 00:31:11,2,9.14,-73.99080657958984,40.75765228271485,1,N,-73.88148498535155,40.73888397216797,1,31.0,0.5,0.5,6.46,0.0,0.3,38.76
2,2016-03-01 00:00:06,2016-03-01 00:07:08,5,2.17,-73.9754867553711,40.78703308105469,1,N,-73.9529571533203,40.80764389038086,1,8.5,0.5,0.5,1.96,0.0,0.3,11.76
2,2016-03-01 00:00:07,2016-03-01 00:36:51,1,18.03,-73.78941345214844,40.647018432617195,2,N,-74.00099182128906,40.7269401550293,1,52.0,0.0,0.5,13.2,0.0,0.3,66.0
1,2016-03-01 00:00:08,2016-03-01 00:03:22,1,1.0,-73.9811248779297,40.737300872802734,1,N,-73.98801422119139,40.725601196289055,1,5.0,0.5,0.5,1.0,0.0,0.3,7.3
2,2016-03-01 00:00:08,2016-03-01 00:26:18,1,11.53,-73.99230194091797,40.74971389770508,1,N,-74.03071594238281,40.61862182617188,2,33.5,0.5,0.5,0.0,0.0,0.3,34.8
2,2016-03-01 00:00:08,2016-03-01 00:16:31,4,4.26,-74.00794219970702,40.70626831054688,1,N,-73.9564208984375,40.71889877319336,2,16.0,0.5,0.5,0.0,0.0,0.3,17.3
2,2016-03-01 00:00:09,2016-03-01 00:10:09,2,2.66,-73.95465850830078,40.768909454345696,1,N,-73.97611236572266,40.74494934082031,1,11.0,0.5,0.5,2.46,0.0,0.3,14.76
1,2016-03-01 00:00:10,2016-03-01 00:10:01,1,1.7,-73.96561431884764,40.790332794189446,1,N,-73.94799041748048,40.774517059326165,1,9.0,0.5,0.5,2.05,0.0,0.3,12.35
1,2016-03-01 00:00:10,2016-03-01 00:11:04,1,2.4,-73.98728942871094,40.75569152832031,1,N,-73.96084594726561,40.76950073242188,1,10.5,0.5,0.5,2.35,0.0,0.3,14.15
1,2016-03-01 00:00:10,2016-03-01 00:04:38,1,1.0,-73.9818344116211,40.75626373291016,1,N,-73.987060546875,40.7486686706543,2,5.5,0.5,0.5,0.0,0.0,0.3,6.8
1,2016-03-01 00:00:11,2016-03-01 00:13:49,2,3.7,-73.95122528076173,40.78277206420898,1,N,-73.98895263671875,40.74826049804688,1,13.5,0.5,0.5,2.95,0.0,0.3,17.75
1,2016-03-01 00:00:12,2016-03-01 00:08:41,1,1.3,-73.98300933837889,40.75618362426758,1,N,-73.96585845947266,40.7542381286621,1,7.5,0.5,0.5,0.0,0.0,0.3,8.8
1,2016-03-01 00:00:12,2016-03-01 00:29:57,1,9.2,-73.9886245727539,40.72168350219727,1,N,-73.93851470947266,40.817020416259766,1,31.0,0.5,0.5,8.05,0.0,0.3,40.35
2,2016-03-01 00:00:13,2016-03-01 00:04:56,5,0.79,-73.99179077148438,40.749187469482415,1,N,-73.98950958251953,40.75777816772461,1,5.5,0.5,0.5,1.36,0.0,0.3,8.16
2,2016-03-01 00:00:13,2016-03-01 00:02:42,1,0.95,-73.99591827392578,40.73867034912109,1,N,-73.99203491210938,40.74949645996094,2,4.5,0.5,0.5,0.0,0.0,0.3,5.8
1,2016-03-01 00:00:14,2016-03-01 00:21:58,1,6.9,-73.95418548583984,40.76414108276367,1,N,-73.90243530273438,40.82696914672852,2,22.5,0.5,0.5,0.0,0.0,0.3,23.8
2,2016-03-01 00:00:14,2016-03-01 00:16:37,1,4.26,-73.96170043945312,40.654949188232415,1,N,-73.93612670898438,40.69771957397461,1,15.5,0.5,0.5,2.0,0.0,0.3,18.8
2,2016-03-01 00:00:14,2016-03-01 00:11:14,1,3.11,-73.98902130126953,40.71890640258789,1,N,-73.94670867919923,40.695648193359375,2,12.0,0.5,0.5,0.0,0.0,0.3,13.3
1,2016-03-01 00:00:15,2016-03-01 00:09:52,1,3.8,-73.97113037109375,40.75152587890625,1,N,-73.98873901367188,40.71282196044922,1,13.0,0.5,0.5,2.85,0.0,0.3,17.15
1,2016-03-01 00:00:16,2016-03-01 00:11:59,1,2.8,-73.98197174072266,40.761695861816406,1,N,-73.97492218017578,40.79317474365234,2,11.0,0.5,0.5,0.0,0.0,0.3,12.3
2,2016-03-01 00:00:16,2016-03-01 00:03:56,1,1.21,-73.96903991699219,40.79098129272461,1,N,-73.96208953857422,40.80535125732422,1,5.5,0.5,0.5,1.0,0.0,0.3,7.8
2,2016-03-01 00:00:16,2016-03-01 00:04:38,1,1.31,-73.99842834472656,40.740581512451165,1,N,-73.99459075927734,40.75498962402344,1,6.0,0.5,0.5,1.46,0.0,0.3,8.76
1,2016-03-01 00:00:17,2016-03-01 00:12:02,1,2.7,-74.00578308105469,40.74040985107422,1,N,-73.98197174072266,40.764007568359375,1,11.0,0.5,0.5,2.45,0.0,0.3,14.75
2,2016-03-01 00:00:17,2016-03-01 00:25:34,1,5.39,-73.9871368408203,40.720516204833984,1,N,-73.96949768066406,40.76110458374024,1,20.5,0.5,0.5,4.36,0.0,0.3,26.16
2,2016-03-01 00:00:17,2016-03-01 00:13:03,1,2.82,-73.97879028320312,40.76246643066406,1,N,-73.98910522460938,40.730716705322266,1,11.5,0.5,0.5,3.2,0.0,0.3,16.0
2,2016-03-01 00:00:18,2016-03-01 00:09:52,1,2.07,-73.98250579833984,40.75724411010742,1,N,-73.98570251464844,40.7780647277832,1,9.5,0.5,0.5,1.7,0.0,0.3,12.5
1,2016-03-01 00:00:19,2016-03-01 00:18:02,1,7.7,-74.01290130615233,40.70807266235352,1,N,-73.96126556396483,40.64998245239258,1,23.5,0.5,0.5,1.0,0.0,0.3,25.8
1,2016-03-01 00:00:19,2016-03-01 00:18:07,1,5.1,-73.96903991699219,40.7908935546875,1,N,-73.98954010009764,40.73448181152344,2,17.5,0.5,0.5,0.0,0.0,0.3,18.8
2,2016-03-01 00:00:19,2016-03-01 00:14:16,3,3.34,-73.98222351074217,40.75860977172852,1,N,-73.93955230712889,40.751731872558594,1,13.0,0.5,0.5,1.0,0.0,0.3,15.3
2,2016-03-01 00:00:19,2016-03-01 00:05:33,2,2.69,-74.00289916992188,40.74930953979492,1,N,-73.97846984863281,40.78313827514648,2,9.0,0.5,0.5,0.0,0.0,0.3,10.3
2,2016-03-01 00:00:19,2016-03-01 00:04:07,1,0.71,-73.98590850830078,40.757598876953125,1,N,-73.99256896972656,40.75347137451172,2,4.5,0.5,0.5,0.0,0.0,0.3,5.8
2,2016-03-01 00:00:19,2016-03-01 00:08:24,1,1.42,-73.99240112304686,40.75899887084961,1,N,-73.97708129882812,40.747108459472656,1,7.5,0.5,0.5,2.2,0.0,0.3,11.0
2,2016-03-01 00:00:20,2016-03-01 00:14:37,5,4.28,-73.98390197753906,40.7681884765625,1,N,-74.01125335693358,40.713478088378906,1,15.0,0.5,0.5,4.89,0.0,0.3,21.19
2,2016-03-01 00:00:20,2016-03-01 00:11:56,1,1.84,-73.99774932861328,40.75659942626953,1,N,-74.00470733642578,40.73453140258789,1,8.5,0.5,0.5,2.45,0.0,0.3,12.25
2,2016-03-01 00:00:20,2016-03-01 00:18:00,6,3.95,-73.98654174804686,40.766788482666016,1,N,-73.97782135009764,40.726028442382805,1,15.0,0.5,0.5,3.26,0.0,0.3,19.56
2,2016-03-01 00:00:20,2016-03-01 00:14:56,3,3.65,-73.98704528808595,40.755615234375,1,N,-73.94645690917967,40.77686309814453,1,14.0,0.5,0.5,3.0,0.0,0.3,18.3
2,2016-03-01 00:00:20,2016-03-01 00:15:31,6,9.46,-73.99542999267578,40.72500228881836,1,N,-73.85942840576173,40.735816955566406,1,26.5,0.5,0.5,4.0,0.0,0.3,31.8
2,2016-03-01 00:00:21,2016-03-01 00:03:19,1,0.48,-73.99212646484375,40.725372314453125,1,N,-73.987060546875,40.72983551025391,2,4.0,0.5,0.5,0.0,0.0,0.3,5.3
2,2016-03-01 00:00:21,2016-03-01 00:38:01,1,19.35,-73.7894287109375,40.6477165222168,2,N,-73.97074127197266,40.79333114624024,1,52.0,0.0,0.5,6.66,5.54,0.3,65.0
2,2016-03-01 00:00:22,2016-03-01 00:21:37,1,11.25,-73.87077331542967,40.77368927001953,1,N,-73.98858642578125,40.75933074951172,1,32.5,0.5,0.5,11.8,5.54,0.3,51.14
1,2016-03-01 00:00:23,2016-03-01 00:08:39,1,2.2,-73.9520492553711,40.71413040161133,1,N,-73.96796417236328,40.68948745727539,2,9.5,0.5,0.5,0.0,0.0,0.3,10.8
2,2016-03-01 00:00:23,2016-03-01 00:15:48,1,4.65,-73.97259521484375,40.75608444213867,1,N,-73.95128631591797,40.810333251953125,1,15.5,0.5,0.5,2.0,0.0,0.3,18.8
1,2016-03-01 00:00:24,2016-03-01 00:10:20,1,1.8,-74.00594329833984,40.740352630615234,1,N,-73.97843933105469,40.73427581787109,1,9.0,0.5,0.5,1.0,0.0,0.3,11.3
2,2016-03-01 00:00:24,2016-03-01 00:35:29,1,10.34,-73.99005889892578,40.76193618774414,1,N,-73.85777282714845,40.743255615234375,1,34.5,0.5,0.5,0.0,0.0,0.3,35.8
1,2016-03-01 00:00:25,2016-03-01 00:03:54,1,1.1,-73.97267150878906,40.75598907470703,1,N,-73.98126220703125,40.742069244384766,1,5.5,0.5,0.5,1.0,0.0,0.3,7.8
1,2016-03-01 00:00:25,2016-03-01 00:23:19,1,6.8,-73.97994995117188,40.74975204467773,1,N,-73.9496841430664,40.68077087402344,1,22.5,0.5,0.5,4.75,0.0,0.3,28.55
1,2016-03-01 00:00:25,2016-03-01 00:08:01,1,1.4,-73.98271942138672,40.74505615234375,1,N,-73.9718246459961,40.76203918457031,1,7.5,0.5,0.5,1.75,0.0,0.3,10.55
1,2016-03-01 00:00:25,2016-03-01 00:12:16,1,6.3,-73.87252044677734,40.77450942993164,1,N,-73.95454406738281,40.74215316772461,1,19.0,0.5,0.5,4.06,0.0,0.3,24.36
2,2016-03-01 00:00:25,2016-03-01 00:14:45,1,5.52,-73.9895782470703,40.7205810546875,1,N,-73.9394989013672,40.79024124145508,1,16.5,0.5,0.5,2.0,0.0,0.3,19.8
1,2016-03-01 00:00:26,2016-03-01 00:04:54,1,0.6,-73.97259521484375,40.75928115844727,1,N,-73.97032928466798,40.75235366821289,1,5.0,0.5,0.5,1.25,0.0,0.3,7.55
1,2016-03-01 00:00:26,2016-03-01 00:19:26,1,3.4,-74.0061264038086,40.742332458496094,1,N,-73.99109649658203,40.71963882446289,2,15.0,0.5,0.5,0.0,0.0,0.3,16.3
2,2016-03-01 00:00:26,2016-03-01 00:16:58,1,9.79,-73.87443542480467,40.77402114868164,1,N,-74.00138854980467,40.72154998779297,2,27.5,0.5,0.5,0.0,0.0,0.3,28.8
2,2016-03-01 00:00:27,2016-03-01 00:07:37,4,1.04,-73.96793365478516,40.766998291015625,1,N,-73.98139190673827,40.768413543701165,1,6.5,0.5,0.5,1.56,0.0,0.3,9.36
2,2016-03-01 00:00:27,2016-03-01 00:17:52,1,10.2,-73.87453460693358,40.774112701416016,1,N,-74.003662109375,40.715911865234375,1,29.0,0.5,0.5,6.06,0.0,0.3,36.36
2,2016-03-01 00:00:27,2016-03-01 00:08:03,1,2.54,-73.94833374023438,40.778316497802734,1,N,-73.92554473876953,40.80564880371094,2,9.5,0.5,0.5,0.0,0.0,0.3,10.8
2,2016-03-01 00:00:27,2016-03-01 00:05:10,1,1.32,-73.99053192138672,40.734989166259766,1,N,-74.00089263916014,40.71855163574219,1,6.0,0.5,0.5,1.46,0.0,0.3,8.76
2,2016-03-01 00:00:27,2016-03-01 00:08:36,2,1.51,-73.98603820800781,40.723098754882805,1,N,-74.00237274169923,40.73345184326172,2,7.5,0.5,0.5,0.0,0.0,0.3,8.8
1,2016-03-01 00:00:28,2016-03-01 00:09:08,1,1.4,-73.9805908203125,40.676284790039055,1,N,-73.95732879638672,40.674293518066406,1,8.0,0.5,0.5,2.3,0.0,0.3,11.6
1,2016-03-01 00:00:29,2016-03-01 00:08:12,1,1.3,-74.01022338867188,40.721050262451165,1,N,-74.00580596923827,40.70624542236328,1,7.0,0.5,0.5,1.65,0.0,0.3,9.95
2,2016-03-01 00:00:29,2016-03-01 00:05:52,3,1.16,-73.9827423095703,40.722930908203125,1,N,-73.98471069335938,40.73477935791016,1,6.0,0.5,0.5,0.0,0.0,0.3,7.3
2,2016-03-01 00:00:29,2016-03-01 00:04:53,5,0.89,-73.9911117553711,40.72338104248047,1,N,-73.98262023925781,40.731239318847656,1,5.0,0.5,0.5,1.26,0.0,0.3,7.56
2,2016-03-01 00:00:29,2016-03-01 00:15:43,1,7.06,-73.91590118408203,40.76673889160156,1,N,-73.95974731445312,40.77202987670898,1,21.5,0.5,0.5,2.0,5.54,0.3,30.34
2,2016-03-01 00:00:29,2016-03-01 00:16:52,2,5.57,-74.00581359863281,40.717899322509766,1,N,-73.95327758789062,40.77154922485352,2,17.5,0.5,0.5,0.0,0.0,0.3,18.8
2,2016-03-01 00:00:29,2016-03-01 00:06:23,1,0.99,-73.98741912841797,40.76068878173828,1,N,-73.99150848388672,40.750091552734375,2,6.0,0.5,0.5,0.0,0.0,0.3,7.3
1,2016-03-01 00:00:30,2016-03-01 00:04:32,1,0.6,-73.98301696777342,40.74217987060546,1,N,-73.98646545410156,40.72703170776367,1,4.5,0.5,0.5,1.0,0.0,0.3,6.8
2,2016-03-01 00:00:30,2016-03-01 00:08:33,2,2.81,-73.96698760986328,40.76136016845703,1,N,-73.93946838378906,40.79051208496094,1,10.0,0.5,0.5,2.26,0.0,0.3,13.56
2,2016-03-01 00:00:30,2016-03-01 00:12:18,3,2.45,-73.98740386962889,40.721866607666016,1,N,-73.9915313720703,40.745853424072266,1,10.5,0.5,0.5,1.0,0.0,0.3,12.8
2,2016-03-01 00:00:30,2016-03-01 00:10:57,1,2.61,-73.9783935546875,40.75227355957031,1,N,-73.97775268554686,40.778823852539055,1,10.5,0.5,0.5,2.0,0.0,0.3,13.8
1,2016-03-01 00:00:31,2016-03-01 00:06:19,1,1.0,-73.97275543212889,40.755905151367195,1,N,-73.98736572265625,40.7563591003418,2,6.0,0.5,0.5,0.0,0.0,0.3,7.3
2,2016-03-01 00:00:31,2016-03-01 00:09:06,1,0.73,-74.65130615234375,40.60926055908203,1,N,-74.65130615234375,40.60926055908203,1,6.5,0.5,0.5,1.0,0.0,0.3,8.8
2,2016-03-01 00:00:31,2016-03-01 00:08:31,2,1.92,-73.98663330078125,40.741226196289055,1,N,-73.99603271484375,40.71889114379882,1,8.5,0.5,0.5,2.94,0.0,0.3,12.74
2,2016-03-01 00:00:31,2016-03-01 00:13:00,1,3.25,-73.98587799072266,40.74684143066406,1,N,-74.00724792480467,40.70756149291992,1,12.0,0.5,0.5,2.0,0.0,0.3,15.3
2,2016-03-01 00:00:31,2016-03-01 00:10:27,1,4.83,-73.97080993652342,40.751819610595696,1,N,-74.00531768798828,40.708961486816406,2,15.5,0.5,0.5,0.0,0.0,0.3,16.8
2,2016-03-01 00:00:32,2016-03-01 00:08:59,1,2.46,-73.97491455078125,40.76174545288086,1,N,-73.9890899658203,40.732303619384766,1,9.5,0.5,0.5,1.0,0.0,0.3,11.8
1,2016-03-01 00:00:34,2016-03-01 00:12:54,1,2.8,-73.97598266601561,40.760536193847656,1,N,-73.98314666748048,40.728172302246094,1,11.5,0.5,0.5,2.0,0.0,0.3,14.8
1,2016-03-01 00:00:35,2016-03-01 00:05:55,1,0.8,-73.97419738769531,40.7509880065918,1,N,-73.98958587646483,40.75673675537109,2,5.5,0.5,0.5,0.0,0.0,0.3,6.8
2,2016-03-01 00:00:35,2016-03-01 00:13:25,1,2.85,-73.95240783691406,40.81066131591797,1,N,-73.9773712158203,40.78435897827149,1,12.0,0.5,0.5,2.66,0.0,0.3,15.96
2,2016-03-01 00:00:35,2016-03-01 00:15:03,1,4.33,-73.95482635498048,40.78363037109375,1,N,-73.99717712402342,40.73490524291992,1,15.0,0.5,0.5,3.26,0.0,0.3,19.56
2,2016-03-01 00:00:35,2016-03-01 00:14:40,1,5.06,-73.9764175415039,40.785839080810554,1,N,-73.94049835205078,40.842960357666016,1,17.0,0.5,0.5,3.1,0.0,0.3,21.4
2,2016-03-01 00:00:36,2016-03-01 00:03:54,1,0.54,-73.95626068115233,40.80332946777344,1,N,-73.96305847167967,40.80189895629882,1,4.5,0.5,0.5,0.0,0.0,0.3,5.8
1,2016-03-01 00:00:37,2016-03-01 00:06:40,1,1.1,-73.9886016845703,40.75708770751953,1,N,-73.98882293701173,40.7689323425293,1,6.5,0.5,0.5,1.55,0.0,0.3,9.35
1,2016-03-01 00:00:38,2016-03-01 00:24:06,1,9.5,-73.97509002685547,40.75059509277344,1,N,-73.96178436279298,40.654178619384766,1,29.0,0.5,0.5,6.05,0.0,0.3,36.35
2,2016-03-01 00:00:38,2016-03-01 00:04:00,3,0.55,-73.9459457397461,40.79274368286133,1,N,-73.94728851318358,40.79091644287109,2,4.0,0.5,0.5,0.0,0.0,0.3,5.3
1,2016-03-01 00:00:39,2016-03-01 00:06:48,1,1.5,-73.98848724365233,40.737354278564446,1,N,-73.9969482421875,40.71928024291992,3,7.0,0.5,0.5,0.0,0.0,0.3,8.3
1,2016-03-01 00:00:40,2016-03-01 00:11:23,1,2.4,-73.9739990234375,40.74312210083008,1,N,-73.96765899658203,40.770332336425774,2,10.5,0.5,0.5,0.0,0.0,0.3,11.8
1,2016-03-01 00:00:40,2016-03-01 00:07:13,1,1.2,-73.98757934570312,40.70003509521485,1,N,-73.97296905517578,40.69405746459961,1,7.0,0.5,0.5,1.0,0.0,0.3,9.3
1,2016-03-01 00:00:40,2016-03-01 00:12:30,1,5.4,-73.9962158203125,40.75999069213867,1,N,-73.95303344726561,40.80948257446289,1,17.5,0.5,0.5,3.76,0.0,0.3,22.56
2,2016-03-01 00:00:40,2016-03-01 00:08:47,1,1.43,-73.99883270263672,40.72496795654297,1,N,-74.00899505615233,40.73814392089844,1,7.5,0.5,0.5,2.64,0.0,0.3,11.44
2,2016-03-01 00:00:41,2016-03-01 00:11:38,1,2.99,-73.97748565673827,40.7530403137207,1,N,-74.0025863647461,40.719970703125,1,11.5,0.5,0.5,2.56,0.0,0.3,15.36
2,2016-03-01 00:00:41,2016-03-01 00:03:24,2,0.46,-74.01016998291014,40.71933364868164,1,N,-74.01359558105469,40.71672058105469,2,4.0,0.5,0.5,0.0,0.0,0.3,5.3
2,2016-03-01 00:00:41,2016-03-01 00:11:39,1,2.91,0.0,0.0,1,N,0.0,0.0,1,12.0,0.5,0.5,3.32,0.0,0.3,16.62
1,2016-03-01 00:00:42,2016-03-01 00:12:52,1,3.4,-73.98661041259764,40.76193618774414,1,N,-73.94239044189453,40.74867248535156,1,12.5,0.5,0.5,4.1,0.0,0.3,17.9
1,2016-03-01 00:00:42,2016-03-01 00:03:31,1,0.9,-73.97314453125,40.76403045654297,1,N,-73.98130798339844,40.75306701660156,1,4.5,0.5,0.5,2.0,0.0,0.3,7.8
2,2016-03-01 00:00:42,2016-03-01 00:07:32,1,1.32,-73.9939956665039,40.72010803222656,1,N,-73.98394775390625,40.73762512207031,2,7.0,0.5,0.5,0.0,0.0,0.3,8.3
1,2016-03-01 00:00:43,2016-03-01 00:07:09,1,1.0,-73.98197937011719,40.763042449951165,1,N,-73.96868896484375,40.75478363037109,2,6.0,0.5,0.5,0.0,0.0,0.3,7.3
2,2016-03-01 00:00:43,2016-03-01 00:16:22,1,4.76,-74.00792694091797,40.748172760009766,1,N,-73.96783447265625,40.79297637939453,2,17.5,0.5,0.5,0.0,0.0,0.3,18.8
2,2016-03-01 00:00:43,2016-03-01 00:08:38,1,4.51,-73.97218322753906,40.79489135742188,1,N,-73.93936920166014,40.848270416259766,1,14.0,0.5,0.5,2.0,0.0,0.3,17.3
2,2016-03-01 00:00:43,2016-03-01 00:08:36,1,1.42,-73.97393798828125,40.7535514831543,1,N,-73.98504638671875,40.76599884033203,1,7.0,0.5,0.5,1.66,0.0,0.3,9.96
1,2016-03-01 00:00:44,2016-03-01 00:08:51,2,2.3,-73.97753143310547,40.75334167480469,1,N,-74.00135040283203,40.731292724609375,1,9.0,0.5,0.5,3.05,0.0,0.3,13.35
1,2016-03-01 00:00:44,2016-03-01 00:05:08,1,0.5,-73.97672271728516,40.68385696411133,1,N,-73.978515625,40.68935775756836,1,5.0,0.5,0.5,4.0,0.0,0.3,10.3
2,2016-03-01 00:00:44,2016-03-01 00:21:27,1,5.66,-73.9749984741211,40.757671356201165,1,N,-73.89971923828125,40.72565841674805,2,20.0,0.5,0.5,0.0,0.0,0.3,21.3
2,2016-03-01 00:00:44,2016-03-01 00:05:50,6,1.47,-73.97740936279298,40.75219345092773,1,N,-73.996337890625,40.74768829345703,1,6.5,0.5,0.5,1.95,0.0,0.3,9.75
1,2016-03-01 00:00:45,2016-03-01 00:15:37,1,2.8,-74.00601196289062,40.74011993408203,1,N,-73.97261047363281,40.75631713867188,1,12.5,0.5,0.5,2.76,0.0,0.3,16.56
2,2016-03-01 00:00:45,2016-03-01 00:39:48,3,18.34,-73.79316711425781,40.656829833984375,5,N,-73.79316711425781,40.656829833984375,2,58.34,0.0,0.5,0.0,0.0,0.3,59.14
2,2016-03-01 00:00:45,2016-03-01 00:07:41,6,1.74,-73.9786376953125,40.76277923583984,1,N,-73.97730255126953,40.78361892700195,1,8.0,0.5,0.5,1.86,0.0,0.3,11.16
1,2016-03-01 00:00:46,2016-03-01 00:40:15,1,20.2,-73.78993225097656,40.64365005493164,2,Y,-73.97976684570312,40.71455764770508,2,52.0,0.0,0.5,0.0,0.0,0.3,52.8
2,2016-03-01 00:00:46,2016-03-01 00:05:59,1,0.9,-73.97323608398438,40.759590148925774,1,N,-73.98795318603516,40.7650260925293,1,5.5,0.5,0.5,1.36,0.0,0.3,8.16
2,2016-03-01 00:00:46,2016-03-01 00:14:26,1,3.37,-73.95195007324217,40.779609680175774,1,N,-73.98918914794923,40.756309509277344,1,13.0,0.5,0.5,1.0,0.0,0.3,15.3
